28 28 13
1 7
27 5
19 12 23 14 9 19 16 4 17 7 10 27 27 11 1 21 20 6 1 3 2 23 23 15 5 1
8 23 15 15 16 24 6 8 4 22 18 11 25 14 5 20 4 25 19 4 25 27 4 13 15 11
